#N 	Name 	S[cm] 	L[cm] 	B[kG] 	G[kG/cm]   S[kG/cm/cm] 	Tilt[deg] 	Tilt_out 	BendAng[deg]
456 	MQB1L20 	17377.5 	15 	0 	0.263773 	0 	0
457 	D10005 	17488.4 	110.91  
458 	R1K1 	17538.4 	50   D_E[MeV]=3.6875  E_out[MeV]=657.177
459 	D10006 	17563.4 	25  
460 	R1K2 	17613.4 	50   D_E[MeV]=3.6875  E_out[MeV]=660.864
461 	D10007 	17679.5 	66.06  
462 	R1K3 	17729.5 	50   D_E[MeV]=3.6875  E_out[MeV]=664.552
463 	D10006 	17754.5 	25  
464 	R1K4 	17804.5 	50   D_E[MeV]=3.6875  E_out[MeV]=668.239
465 	D10007 	17870.5 	66.06  
466 	R1K5 	17920.5 	50   D_E[MeV]=3.6875  E_out[MeV]=671.927
